OPEN,CLOSE,HIGH,LOW,VALUE,VOLUME,BEGIN,END,SECID
647.9,650.4,652.4,644.5,404079457.0,622360,2016-08-12 00:00:00,2016-08-12 23:59:59,NVTK
651.9,658.4,658.5,649.9,460943857.0,703130,2016-08-15 00:00:00,2016-08-15 23:59:59,NVTK
658.5,668.0,674.7,654.4,798149778.0,1198800,2016-08-16 00:00:00,2016-08-16 23:59:59,NVTK
665.8,672.7,677.4,665.5,551490567.0,820760,2016-08-17 00:00:00,2016-08-17 23:59:59,NVTK
674.4,679.9,680.0,672.1,548582044.0,810450,2016-08-18 00:00:00,2016-08-18 23:59:59,NVTK
679.0,680.1,686.0,677.7,437860022.0,642200,2016-08-19 00:00:00,2016-08-19 23:59:59,NVTK
679.0,688.6,693.0,672.0,514877282.0,756310,2016-08-22 00:00:00,2016-08-22 23:59:59,NVTK
689.7,696.0,699.0,685.3,339349270.0,489930,2016-08-23 00:00:00,2016-08-23 23:59:59,NVTK
697.0,697.5,704.5,693.1,450505725.0,646140,2016-08-24 00:00:00,2016-08-24 23:59:59,NVTK
696.4,698.8,700.8,692.1,351718531.0,505660,2016-08-25 00:00:00,2016-08-25 23:59:59,NVTK
697.8,708.1,710.0,692.2,591167380.0,842640,2016-08-26 00:00:00,2016-08-26 23:59:59,NVTK
702.0,695.6,706.1,689.0,278836716.0,402090,2016-08-29 00:00:00,2016-08-29 23:59:59,NVTK
695.8,695.7,705.1,692.0,244868485.0,350400,2016-08-30 00:00:00,2016-08-30 23:59:59,NVTK
695.7,684.9,695.7,680.2,388627512.0,565140,2016-08-31 00:00:00,2016-08-31 23:59:59,NVTK
684.9,678.2,684.9,671.2,400705542.0,591930,2016-09-01 00:00:00,2016-09-01 23:59:59,NVTK
676.2,691.5,691.5,671.5,562250972.0,824340,2016-09-02 00:00:00,2016-09-02 23:59:59,NVTK
691.3,677.9,703.7,673.4,768839021.0,1124720,2016-09-05 00:00:00,2016-09-05 23:59:59,NVTK
678.0,680.1,682.2,671.6,360755743.0,532690,2016-09-06 00:00:00,2016-09-06 20:30:00,NVTK
680.1,680.3,683.6,673.9,352240595.0,520440,2016-09-07 00:00:00,2016-09-07 23:59:59,NVTK
